-9.137668048130072052e+00,-9.139111426825978768e+00,-8.680355177161990454e+00,-9.587059874459315623e+00,-9.236865615407397812e+00,-1.040858733845522899e+01,-5.385846009462672335e+00,-9.235656868440166534e+00
-2.108751939320326674e+00,-2.100310703380790844e+00,-3.903707994383990965e+00,-2.055330999151537164e+00,-2.980617681639514238e+00,-2.055353868967269015e+00,-2.133875237039073447e+00,-4.017282594988926370e+00
-1.102891674374867792e+00,-1.219711291173977807e+00,-1.983028043097719850e+00,-1.055965539984345725e+00,1.801668456163801002e+00,-1.056724489801352362e+00,-2.145661188088317850e+00,-1.240205986103390945e+00
-2.000032471244673482e-01,-2.236643568049092312e-01,2.584685821279502704e+01,-2.000904872597364936e-01,-2.000315844239941576e-01,-2.001333289484500955e-01,-4.315269905456393662e-01,-2.530497841145405991e-01
-3.837725494829613115e+00,-2.107052812709360179e+00,-2.085587795475934314e+00,-3.325198117339297710e+00,-2.753648930044457099e+00,-2.215108916476700163e+00,-1.819444358151101504e+00,-2.160197708498427183e+00
-1.850433289208897492e+00,-2.450224759646770778e+00,-2.260418997677132946e+00,-2.422187400756813602e+00,-2.073406869704947031e+00,-8.427658287281204474e-01,-8.635439713892157920e-01,-1.269229557898080341e+00
-4.158662796076852963e-01,-1.510030058171662137e+00,-2.879890190364392533e-01,-2.941248638419381445e-01,-3.347205355775513813e-01,-3.126446078777910254e-01,-1.613257841313383567e+00,-4.539185431984342767e-01
2.302830898641251789e+00,-3.184766927465548791e-01,2.870403636489681531e+01,-1.000442759382605407e-01,2.779947016231036905e+00,4.540346720017002013e+00,-1.892995354938697417e-01,-1.112892377468840954e-01
-1.234751765487886122e+00,-4.952571776107531076e-01,-1.083988063080482345e+00,-2.527656381913384820e+00,4.359872326112555818e+00,-3.693169957473739107e+00,-8.193507009116205442e-01,-1.119374761196484158e+00
-1.780536499761674829e+00,-4.347510491808619371e-01,-2.867709941546863206e-01,-2.867936038285248679e-01,-3.704113069284714621e-02,-3.130984447009858007e-01,-3.321262266376288075e-01,-4.271706948057948372e-01
-1.519928704904473848e+00,-1.109290976420429509e-01,-1.095043900937203163e-01,-1.000317321429975703e-01,2.237440251501299926e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.109102441600238187e-01,-1.112147568229905625e-01,2.999999999607803502e+01,2.869967765921579428e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.803137049502264722e-01,0.000000000000000000e+00
-2.374114972953219049e-01,1.458748062275437185e+00,-3.000895560592891087e-01,2.471039451800597675e+01,2.554567630036397752e+00,-2.901325593157547678e-01,-3.002037058455095386e-01,-2.367083929748300397e-01
-1.109929904072288198e-01,2.226285642304070667e+00,-1.000301441212584352e-01,2.871964247401309933e+01,5.373438820387064219e+00,-1.484305710093391184e+00,-1.000887315842435704e-01,-1.032982006792387608e+00
-1.970764626660239383e-01,2.643824267812628026e+00,5.373855122196604661e+00,2.999999999999998579e+01,3.000000000000000000e+00,1.884065500689685591e-01,2.741000578073602423e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
